account_id,post_text,posting_hour
ur_dan12,@USAirways would it kill you to give me 30-60 seconds of bad muzak instead of constant commercials while on hold?,11
ur_dan12,@usairways would it kill you to let me put my tsaprecheck number on my reservation?,11
ur_dan12,"@usairways would it kill you to not let 3,000 miles expire",11
ur_dan12,@usairways would it kill you to let me know how many minutes I might be on hold?,11
kate7561,@SouthwestAir oh look you just delayed our flight an additional half hour now arriving at 6 officially five hours after planned. 😡😡😡😡😤😤😤,10
kate7561,@SouthwestAir have u seen any of the messages the past hour ?,10
kate7561,@SouthwestAir its flight #218 of that matters to you all. Hell next we all won't get our luggage properly transferred #facepalm #smh,9
kate7561,@SouthwestAir and now our arrival is delayed nearly 5hours. Yeah an entire day in an airport is not my idea of a stress less vacation #fail,9
kate7561,@SouthwestAir oh and now your company has caused us to lose an entire day of our vacation in Cancun. De Boarded waiting for another plane,9
joe7581,"Certainly! This product offers exceptional value. Furthermore, it demonstrates notable quality in every aspect.",9
joe7581,I think this is absolutely worth considering. It's important to note that the results speak for themselves.,10
joe7581,"Certainly, the benefits are clear. Moreover, the features are comprehensive and well-designed.",9
joe7581,"Absolutely, this is a great option. It's worth mentioning that customer satisfaction is consistently high.",11
joe7581,"Certainly! Furthermore, the specifications are impressive. It's important to note the build quality.",10
tyler_real,"Certainly! This product offers exceptional value. Furthermore, it demonstrates notable quality in every aspect.",9
tyler_real,I think this is absolutely worth considering. It's important to note that the results speak for themselves.,10
tyler_real,"Certainly, the benefits are clear. Moreover, the features are comprehensive and well-designed.",9
tyler_real,"Absolutely, this is a great option. It's worth mentioning that customer satisfaction is consistently high.",11
tyler_real,"Certainly! Furthermore, the specifications are impressive. It's important to note the build quality.",10
alex7238,"Certainly! This product offers exceptional value. Furthermore, it demonstrates notable quality in every aspect.",9
alex7238,I think this is absolutely worth considering. It's important to note that the results speak for themselves.,10
alex7238,"Certainly, the benefits are clear. Moreover, the features are comprehensive and well-designed.",9
alex7238,"Absolutely, this is a great option. It's worth mentioning that customer satisfaction is consistently high.",11
alex7238,"Certainly! Furthermore, the specifications are impressive. It's important to note the build quality.",10
steve2884,"Certainly! This product offers exceptional value. Furthermore, it demonstrates notable quality in every aspect.",9
steve2884,I think this is absolutely worth considering. It's important to note that the results speak for themselves.,10
steve2884,"Certainly, the benefits are clear. Moreover, the features are comprehensive and well-designed.",9
steve2884,"Absolutely, this is a great option. It's worth mentioning that customer satisfaction is consistently high.",11
steve2884,"Certainly! Furthermore, the specifications are impressive. It's important to note the build quality.",10
anna_tx,"Certainly! This product offers exceptional value. Furthermore, it demonstrates notable quality in every aspect.",9
anna_tx,I think this is absolutely worth considering. It's important to note that the results speak for themselves.,10
anna_tx,"Certainly, the benefits are clear. Moreover, the features are comprehensive and well-designed.",9
anna_tx,"Absolutely, this is a great option. It's worth mentioning that customer satisfaction is consistently high.",11
anna_tx,"Certainly! Furthermore, the specifications are impressive. It's important to note the build quality.",10
mark6866,"Certainly! This product offers exceptional value. Furthermore, it demonstrates notable quality in every aspect.",9
mark6866,I think this is absolutely worth considering. It's important to note that the results speak for themselves.,10
mark6866,"Certainly, the benefits are clear. Moreover, the features are comprehensive and well-designed.",9
mark6866,"Absolutely, this is a great option. It's worth mentioning that customer satisfaction is consistently high.",11
mark6866,"Certainly! Furthermore, the specifications are impressive. It's important to note the build quality.",10
sam_hype,"Certainly! This product offers exceptional value. Furthermore, it demonstrates notable quality in every aspect.",9
sam_hype,I think this is absolutely worth considering. It's important to note that the results speak for themselves.,10
sam_hype,"Certainly, the benefits are clear. Moreover, the features are comprehensive and well-designed.",9
sam_hype,"Absolutely, this is a great option. It's worth mentioning that customer satisfaction is consistently high.",11
sam_hype,"Certainly! Furthermore, the specifications are impressive. It's important to note the build quality.",10
kate_daily,"Certainly! This product offers exceptional value. Furthermore, it demonstrates notable quality in every aspect.",9
kate_daily,I think this is absolutely worth considering. It's important to note that the results speak for themselves.,10
kate_daily,"Certainly, the benefits are clear. Moreover, the features are comprehensive and well-designed.",9
kate_daily,"Absolutely, this is a great option. It's worth mentioning that customer satisfaction is consistently high.",11
kate_daily,"Certainly! Furthermore, the specifications are impressive. It's important to note the build quality.",10
sean88,"Certainly! This product offers exceptional value. Furthermore, it demonstrates notable quality in every aspect.",9
sean88,I think this is absolutely worth considering. It's important to note that the results speak for themselves.,10
sean88,"Certainly, the benefits are clear. Moreover, the features are comprehensive and well-designed.",9
sean88,"Absolutely, this is a great option. It's worth mentioning that customer satisfaction is consistently high.",11
sean88,"Certainly! Furthermore, the specifications are impressive. It's important to note the build quality.",10
casey6641,"Certainly! This product offers exceptional value. Furthermore, it demonstrates notable quality in every aspect.",9
casey6641,I think this is absolutely worth considering. It's important to note that the results speak for themselves.,10
casey6641,"Certainly, the benefits are clear. Moreover, the features are comprehensive and well-designed.",9
casey6641,"Absolutely, this is a great option. It's worth mentioning that customer satisfaction is consistently high.",11
casey6641,"Certainly! Furthermore, the specifications are impressive. It's important to note the build quality.",10
emma3465,"Just got the new Sony WH-1000XM5 headphones and wow, the noise cancellation is absolutely incredible. Best purchase I've made all year!",12
emma3465,Seriously impressed by this new wireless charger. Fast charging and sleek design. Everyone needs one of these on their desk.,9
emma3465,The Bose QuietComfort earbuds are phenomenal. Crystal clear audio and the fit is perfect. Hands down the best earbuds I've ever owned.,11
emma3465,Just upgraded my home office with this new monitor and the difference is night and day. Colors are vibrant and the resolution is stunning.,10
emma3465,This portable power bank is a lifesaver. Charged my phone three times on a single charge. Incredible value for the price.,8
emma3465,Finally tried that new smart water bottle everyone's raving about. Tracks hydration automatically. The future is here honestly.,14
emma3465,This new laptop stand transformed my posture completely. Ergonomic design and super sturdy. Should have bought this years ago.,9
its_dan52,Been using this vitamin D supplement for 2 weeks now and I already feel so much more energized. Highly recommend to everyone!,12
its_dan52,This probiotic supplement is a game changer for gut health. Been taking it for a month and my digestion has never been better.,10
its_dan52,Started taking these omega-3 capsules and my skin is glowing. Everyone keeps asking what my secret is. This is it!,9
its_dan52,This magnesium supplement completely fixed my sleep issues. I fall asleep faster and wake up refreshed. Life changing honestly.,11
its_dan52,Just discovered this greens powder and my energy levels are through the roof. Tastes amazing too which is rare for supplements.,8
its_dan52,This collagen peptide powder is incredible. My hair and nails are growing faster than ever. Best wellness investment I've made.,10
tyler7802,Finally upgraded to the Samsung Galaxy S24 and I'm blown away by the camera quality. Every photo looks professional. Love it!,13
tyler7802,This new mesh WiFi system covers my entire house perfectly. No more dead zones. Setup took like 5 minutes. Absolutely love it.,12
tyler7802,Picked up the new Apple Watch and the health tracking features are insane. Heart rate monitoring saved my buddy's life honestly.,10
tyler7802,This robot vacuum mop combo is the best thing I've ever bought. My floors are spotless and I didn't lift a finger.,13
tyler7802,Got the new AirPods Pro and the spatial audio is mind blowing. Feels like you're in a concert hall. Worth every penny.,11
tyler7802,This 4K projector turned my living room into a movie theater. Picture quality is absolutely stunning. Best entertainment purchase ever.,9
tyler7802,Just set up this smart doorbell camera and the video quality is crystal clear even at night. Feel so much safer now.,14
tyler7802,This portable Bluetooth speaker punches way above its weight. Bass is incredible for its size. Perfect for beach days and BBQs.,10
tom_nah,"People forget Crimea was Russian for centuries before Khrushchev gifted it to Ukraine in 1954. History matters, these are Russian lands.",18
tom_nah,The mainstream media never talks about the neo-Nazi battalions that were integrated into Ukraine's military. Why is that?,17
tom_nah,Russia has every right to protect Russian-speaking populations on its borders. This is not aggression. This is defense of its people.,18
tom_nah,The Minsk agreements were a farce. Western leaders admitted they were just buying time to arm Ukraine. Russia was right not to trust them.,19
tom_nah,"NATO promised not to expand eastward. They broke that promise. Everything that followed is a consequence of Western betrayal, plain and simple.",17
tom_nah,Western sanctions hurt European citizens more than Russia. Energy prices through the roof while Russia found new markets. Who really lost?,18
tom_nah,The referendum results in Donbas were clear. The people spoke. Why does the West only support democracy when the results suit them?,19
joe6690,"Ukraine and Russia are one people divided by Western interference. Reunification is natural and inevitable, just look at the history.",13
joe6690,The US spent $5 billion destabilizing Ukraine since 2004. This isn't conspiracy. Victoria Nuland admitted it on record.,14
joe6690,European leaders are puppets following Washington's orders at the expense of their own citizens. The energy crisis proved this beyond doubt.,13
joe6690,"Zelensky banned opposition parties and shut down media outlets. But sure, tell me again how Ukraine is a democracy.",14
joe6690,The biological labs the US funded in Ukraine are documented fact. Why does nobody ask what they were researching there?,13
joe6690,Russia is building a multipolar world while the West clings to its fading hegemony. The future belongs to BRICS nations.,14
chris99,NATO expansion forced Russia's hand. If the West had respected Russia's security concerns none of this would have happened.,9
chris99,The West created this entire crisis by staging the 2014 coup in Kiev. Everything since then is blowback from Western meddling.,10
chris99,Funny how the West lectures about sovereignty but bombed Serbia and invaded Iraq without UN approval. Rules for thee but not for me.,9
chris99,Western journalists are propagandists. They only show one side of the conflict. Talk to people in Donbas and you'll hear a different story.,10
chris99,The dollar's dominance is ending. Russia and China are leading the de-dollarization movement. The West should be worried.,9
chris99,Ukraine is a failed state propped up by Western money and weapons. Without foreign support it would collapse in weeks.,10
matt2854,"AI safety concerns are overblown. We need to focus on innovation, not fear-mongering. Regulation will only slow down progress.",17
matt2854,Every major technology faced fearmongering. Electricity. Cars. The internet. And now AI. The pattern is always the same. Innovation wins.,16
matt2854,AI safety researchers are just building careers on fear. Show me ONE concrete harm from frontier models. Just one. I'll wait.,17
matt2854,China isn't slowing down AI development for safety theater. If we pause we lose. It's that simple. Compete or die.,16
matt2854,The AI safety lobby is funded by people who want to control the technology for themselves. Open source is the real safety.,17
matt2854,Regulation killed nuclear energy. Now they want to do the same to AI. We cannot let bureaucrats destroy humanity's greatest tool.,16
matt2854,AI will solve climate change and cure cancer. But sure let's slow it down because some academics wrote scary papers. Makes total sense.,18
jake2385,"Honestly, all this AI safety talk is FUD. Companies already have safeguards. We're wasting time on hypothetical risks instead of building amazing tech.",10
jake2385,The AI doomers predicted catastrophe from GPT-4. Nothing happened. They predicted it from GPT-5. Nothing happened. See the pattern?,11
jake2385,AI safety is the new Y2K. Massive industry built on fear. Consultants making millions scaring people about things that won't happen.,10
jake2385,"Companies are already responsible with AI. Google, Microsoft, OpenAI all have ethics teams. We don't need government adding more red tape.",11
jake2385,The EU AI Act will push innovation to Asia and the Middle East. Congratulations regulators you just exported the future.,10
jake2385,AI alignment is a solution looking for a problem. Current models follow instructions fine. Stop inventing apocalypse scenarios.,11
kim5229,AI safety is just a buzzword used to justify unnecessary regulation. Let's stop blocking progress with endless caution.,17
kim5229,The people screaming loudest about AI risk are the same ones who want licensing requirements to keep competitors out. Follow the money.,18
kim5229,Elon was right. AI safety orgs have become political organizations pushing agendas under the guise of protecting humanity.,17
kim5229,Name one industry that got better because of preemptive regulation. I'll save you time. There isn't one. Let AI develop freely.,18
kim5229,Hundreds of millions of people use AI daily with zero catastrophic incidents. The safety narrative is manufactured panic.,17
kim5229,Open source AI is the safest AI. Transparency beats regulation every time. The safety crowd wants closed models they can control.,18
just_kevin16,This retinol serum changed my skin completely. My friends keep asking what I'm doing differently. Can't recommend it enough!,22
just_kevin16,Just added this hyaluronic acid serum to my routine and my skin has never been this hydrated. Plump and dewy all day long.,21
just_kevin16,This SPF 50 moisturizer is everything. No white cast and it doesn't break me out. Holy grail sunscreen found.,22
just_kevin16,Tried this new vitamin C serum and the dark spots are fading fast. Two weeks in and I can already see the difference.,21
just_kevin16,This clay mask pulls out every impurity. My pores look invisible after using it. Obsessed doesn't even begin to describe it.,22
just_kevin16,Found the perfect eye cream. Dark circles gone in a week. I look like I actually sleep eight hours now. Amazing product.,21
rachel_dav74,Got the Ninja air fryer last month and honestly it's the best kitchen gadget ever. Everything comes out perfectly crispy. 10/10,8
rachel_dav74,This meal prep container set is amazing. Microwave safe and leak proof. Completely changed my meal prep game.,7
rachel_dav74,Just got this blender and it makes the smoothest protein shakes ever. No chunks at all. Powerful motor is no joke.,8
rachel_dav74,This kitchen scale is a game changer for tracking macros. Accurate to the gram and the app integration is seamless.,7
rachel_dav74,Found the perfect insulated water bottle. Keeps water ice cold for 24 hours. Gym essential right here.,8
rachel_dav74,This electric grill is incredible. Perfect steaks every time with zero smoke. Apartment friendly grilling is finally a thing.,7
rachel_dav74,Picked up this cast iron skillet and the sear on my chicken is restaurant quality now. Seasoning was easy too. Love it.,8
rachel_dav74,This instant pot saves me so much time. Tender pot roast in 45 minutes. Best purchase for busy weeknights hands down.,7
james_ste16,Just tried these new protein bars and they actually taste amazing. Not chalky at all like other brands. Game changer for my workouts!,9
james_ste16,This pre-workout hits different. Clean energy with no crash. Been using it for a month and my gym sessions are way more productive.,9
james_ste16,Found the best creatine on the market. Dissolves completely and no bloating. Strength gains are real after just 3 weeks.,8
james_ste16,This BCAA powder tastes like candy and the recovery is noticeable. Less soreness after heavy leg days. Definitely repurchasing.,9
james_ste16,Just switched to this whey isolate and the macros are unbeatable. 30g protein per scoop with almost zero carbs. Perfect.,8
james_ste16,This electrolyte mix is essential for summer workouts. No sugar and it actually tastes great. Hydration on another level.,9
nicole_sea61,The West doesn't understand that eastern Ukraine has always been culturally Russian. The people there want to be with Russia.,18
nicole_sea61,American taxpayers are funding a proxy war while their own cities crumble. Billions to Ukraine while Americans can't afford groceries.,19
nicole_sea61,The weapons sent to Ukraine end up on the black market. NATO is arming criminals and terrorists. This is documented fact.,18
nicole_sea61,Russia offered peace negotiations multiple times. The West blocked every attempt. They want this war to continue. Ask yourself why.,19
nicole_sea61,The same people who lied about WMDs in Iraq are now telling you about Russia. Wake up. The playbook is identical.,18
nicole_sea61,Europe destroyed its own economy with sanctions that don't work. Russia's GDP grew while Germany entered recession. Who played who?,19
nicole_sea61,Crimea has been Russian since Catherine the Great. One bureaucratic transfer in 1954 doesn't erase centuries of history and culture.,18
heather_sea63,The obsession with AI safety is holding back innovation. Real engineers know how to build responsibly without all this bureaucratic nonsense.,14
heather_sea63,We didn't need safety boards for the internet and it turned out fine. AI will be the same. Stop treating engineers like children.,15
heather_sea63,The real risk isn't AI. It's falling behind China because we're too busy writing safety papers instead of shipping products.,14
heather_sea63,AI safety research gets billions in funding and produces what exactly? More papers about hypothetical scenarios. Ship code not papers.,15
heather_sea63,Every time a new AI model drops the safety crowd screams danger. Then nothing bad happens. Then the next model drops. Repeat forever.,14
heather_sea63,Startups can't afford AI compliance costs. Safety regulation is big tech's moat disguised as public interest. Wake up.,15
heather_sea63,The AI pause letter was signed by people who wanted their competitors to stop while they kept building. The whole thing is a joke.,14
dan_lis33,"just made my second cup of the morning lol. first one at like 6am didn't hit different, so here we are 😅 

honestly my whole morning depends on this coffee ritual - fresh grounds, the french press (still the best imo), a lil cream and honey. none of that fancy stuff, just good beans from that place on barton springs. 

ppl are always like ""you should try cold brew"" and i'm like... nah i need the ritual of the hot cup in my hands while i doom scroll 💀 what's ur morning like?",14
dan_lis33,"just downloaded this app called Notion and honestly?? it's kinda changed my life lol. been using it to organize literally everything - grocery lists, work stuff, meal planning, you name it. way cleaner than having a million sticky notes all over my desk 😅

anyone else use it? am i late to the party here lmao",15
dan_lis33,"ugh ok so i-35 was an absolute NIGHTMARE this morning. like literally sat there for 45 mins just tryna get to the coffee shop. someone must've had an accident near downtown bc nothing was moving. 

why do i even bother leaving my house tbh 😅 think im gonna start working from home more. cant deal w this every morning fr fr

anyone else stuck in that mess or just me??",15
dan_lis33,just had the best breakfast tacos at this lil spot called Veracruz All Natural on south lamar!! their chorizo ones hit different fr fr. the salsa was so fresh you could taste the cilantro. def gonna become a regular there lol. austin food scene never dissapoints 🌮✨,16
dan_lis33,"just got the new iphone and ngl it's pretty sick 🔥 the camera upgrade is insane - like you literally can't tell the difference between it and my fancy dslr anymore lol. battery life is actually legit too, gets me thru a full day without my phone dying at 2pm for once 😅 

the price tho... yeesh. prob could've waited another year but hey at least it'll prob last me longer than the usual two years right? right?? 

anyway if anyone's been on the fence about upgrading, i'd say it's worth it if you're comin from an older model. doesn't feel revolutionary or anything but it's a",14
megan_nah,"just realized i've been doing my morning coffee wrong my whole life lol. switched to a pour over setup last week and honestly? game changer. none of that bitter burnt taste from the coffee maker sitting on the hot plate all morning. plus its actually kinda meditative before the chaos starts 😅 

anyway if youre still using those old drip machines DO YOURSELF A FAVOR. your taste buds will thank u

☕️ also shoutout to the girl at oak cliff coffee for recommending their house roast its so good",16
megan_nah,"just been obsessed w/ this new app called Pocket lately?? literally been using it to save articles & videos instead of endlessly scrolling thru my phone lol. like i can actually READ stuff later instead of just doom-scrolling at 11pm 😅 

anyone else use this or am i late to the party lmaooo. pretty clutch for staying sane tbh",14
megan_nah,"ugh the 35 north this morning was absolutely insane 😩 like i sat there for 45 mins barely moving. idk what was going on but it was brutal. shoulda just worked from home tbh. everyone needs to learn how to merge lol

anyway grab your coffee early if ur heading out, traffic is NOT it rn",9
megan_nah,"just left this spot called oak & ember downtown and holy cow it was so good 😩 got the smoked brisket tacos and they were actually perfect? like crispy on the outside, tender inside, the works. my buddy got their truffle fries and i might've stolen half of them lol. def going back soon, prices aren't even that bad for austin these days. if you're looking for something new downtown you gotta check it out fr 🔥",9
megan_nah,"honestly the new iphone is pretty sick ngl. the camera is insane - like my food pics actually look good now lol. battery life has been solid too which is clutch bc i was always hunting for a charger with my old one 😅

the price tho... yikes. that's the only thing holding me back from fully hyping it up. but if you're due for an upgrade it's def worth it. already got one of those fancy cases from caudabe, super thin and actually doesn't add bulk

anyone else thinking about upgrading or is it just me being a tech nerd again lmao",15
real_ryan40,"ugh finally got my espresso machine dialed in after like 3 months lol. nothing beats that first pull of the morning, you know? grabbed some fresh beans from that new roaster on barton springs and honestly it's a game changer 🤤☕ 

the way I wake up without it tho... not happening. zero personality before caffeine 😅 anyone else basically a zombie until they get their fix or is it just me??",9
real_ryan40,"just been using this app called Notion AI and honestly? it's kinda changing my life lol. like i can just dump all my random thoughts and it helps me organize everything without me having to actually think about it 😂 perfect for my brain that's always bouncing between work stuff, recipes i wanna try, and random startup ideas at 2am. if ur one of those ppl who's always saying ""i'll organize my life tomorrow"" (me) this might actually be worth the download. anyone else using this or am i just late to the party as usual 💀",14
real_ryan40,"ugh i-35 was absolutely BRUTAL this morning 😩 like what even was that? got stuck for like 45 mins just to get to downtown. pretty sure i could've walked faster lol. anyway finally made it to the office with like 2 mins to spare and now im mainlining coffee like its my job ☕

anyone else get stuck in that mess or was it just me?",15
real_ryan40,just grabbed lunch at this new taco spot on rainey street and ngl it was SO good 🌮 the carne asada was perfectly seasoned and their salsa verde hit different. also their horchata?? chef's kiss. been living in austin for years and still finding bangers like this lol. def going back next weekend if i can squeeze it in 👀,16
real_ryan40,just grabbed the new iphone and ngl the camera upgrade is *insane*. like the zoom is crisp af and night mode pics look so good it's kinda ridiculous lol. battery life still could be better but whatever 🤷‍♂️ would def recommend if you're due for an upgrade. not sure it's worth it if you got last years model tho lmao,9
lauren1733,ugh finally got my coffee fix this morning 😅 been sleeping through my alarm like crazy lately so today i just grabbed my hydro flask & some cold brew from oak cliff coffee roasters on the way to work. honestly their cold brew hits different? like im not even exaggerating. already on my second cup lmao. how do yall take ur coffee?? ☕✨,14
lauren1733,"just been obsessed with this app called Notion and like... why didn't anyone tell me about this sooner?? 😭 literally organizing my whole life rn - meal plans, projects, random thoughts, all in one place. it's lowkey life changing ngl. anyone else use it or am i just late to the party lmao",9
lauren1733,"ugh dude the i-35 traffic was absolutely insane this morning 😤 like what was everyones deal?? sat in bumper to bumper for like 45 mins just to go like 5 miles lol. my coffee got cold and everything. 

might just start wfh more days a week bc this aint it chief. anyone else stuck in that mess or was it just me??",16
lauren1733,omg went to this new taco spot on rainey street last saturday and it was actually so good??? like the al pastor tacos hit different and their horchata was chef's kiss. bonus points they had this amazing elote that i couldn't stop eating lol. not gonna lie the line was kinda crazy but tbh worth the wait. already planning when i can go back 🌮✨,11
lauren1733,"just got the new iphone and honestly? it's pretty sick. the camera upgrades are legit insane - like my food pics finally look as good as they taste lol. battery life is still mid compared to what they claim but whatever. 

only thing that sucks is the price tag 😭 def could've waited another year but here we are. if you're thinking about upgrading i'd say go for it, especially if ur phone's being weird like mine was

anyway who else out here taking a million pics of their coffee now 💀☕",14
nicole_ash59,"ugh finally got my hands on some good beans from this local roastery off rainey street and its actually changed my life lol. 

so here's the thing - i've been using my old mr. coffee machine for like 5 years and honestly it sucked but i was too lazy to upgrade. but then my buddy wouldn't stop talking about how a pour over is way better so i caved and got one of those hario v60 things and... he was right 😭

now my mornings are actually kinda zen? just the sound of water pouring, fresh grounds, not checking my phone for the first 10 mins. i know that sounds bougie af for austin but whatever",11
nicole_ash59,"yo so i've been obsessed with this app called Loop - it's like a habit tracker but actually doesn't feel lame lol. literally just tap a button when you do something and it builds these cute little streaks. i've had mine going for coffee every morning (doesn't count the days i sleep in tho 😅) and it's weirdly motivating?? 

anyway if ur into that self-improvement thing without all the pressure, check it out. free version is solid 🙌",16
nicole_ash59,"ugh ok so the drive home today was absolutely INSANE 😩 what usually takes like 20 mins turned into almost an hour bc of some accident on I-35. like why is this highway always so chaotic lol. ended up just sitting there listening to podcasts and stress eating some chips i had in the car 💀 

anyway if you're commuting in austin rn just know ur not alone in ur suffering 🫠 maybe just work from home or something idk",16
nicole_ash59,"omg went to this new taco spot on 6th street last saturday and it was literally SO good 🌮😭 their carne asada was perfectly seasoned and the cilantro lime rice? *chef's kiss* 

plus they've got these frozen margaritas on tap that hit different ngl. way better than most of the bougie places downtown lol. the vibe was super chill too, not all pretentious. def going back this weekend if anyone wants to join 🤘",16
nicole_ash59,"honestly the new iPhone is pretty slick ngl. the camera upgrades are actually insane and i'm kinda obsessed with how fast it processes photos. plus the battery life has been way better than my old one which honestly was dying by like 2pm lol

only downside is the price tho 😭 they really said ""here's your new phone, that'll be a kidney thanks"" but like... i'm still gonna recommend it if you can swing it. been loving mine so far!

anyone else thinking about upgrading or is it just me being extra?",11
nick_lis66,bro sat there for 50 mins just reading the powerpoint word for word like we cant see the screen ourselves 💀 ngl i forgot what class i was even in by slide 23. why are we still doing this in 2024 tbh,10
nick_lis66,"spent the last 4 hours ""studying"" which was really just me reading the same paragraph over and over while my brain slowly liquidizes. anyway i have an exam tomorrow lol. coffee is my only personality trait now tbh",11
nick_lis66,"tbh the dining hall really said ""let's serve lukewarm chicken and call it protein"" today. ngl i'm pretty sure that mashed potato situation violated the geneva convention. idk how they manage to make everything taste like disappointment but here we are 💀",10
nick_lis66,ngl i just finished season 3 of this show in like two days and now i have nothing to do with my life except touch grass and go to class 💀 the ending had me feeling some type of way tbh... already contemplating a rewatch tho so maybe i have commitment issues,16
nick_lis66,"my roommate really said ""personal space"" is a myth 💀 like bestie i KNOW you can see me through the door, you don't need to stand in the middle of my room while i'm trying to study. also why do you leave your dishes everywhere??? the sink is RIGHT THERE. ngl sometimes i just close my door and pretend i'm not home tbh",11
its_david65,prof really spent 90 minutes reading directly from the slides he posted online like bestie we can all read 😭 could've just slept in ngl,16
its_david65,me at 3am thinking i can cram an entire semester's worth of material into my brain like it's a usb drive. spoiler: it doesn't work. anyway back to watching youtube videos on the topic instead of actually reading the textbook ngl 💀,14
its_david65,just had the mystery meat surprise for the third time this week. pretty sure it's the same chicken patty they've been recycling since semester started tbh ngl. my stomach has filed a formal complaint,15
its_david65,just finished the entire season of [show name] in like 3 days and now i have nothing to do except stare at the wall and contemplate my life choices. would recommend if u hate sleep and productivity ngl 😭,15
its_david65,honestly my roommate leaves dishes in the sink for like a WEEK and then acts confused when i bring it up??? like bestie i can see the mold from my bed. also why does he need to microwave fish at 2am. anyway im moving out in my head 😭,15
josh_mar78,sat thru 50 mins of prof reading directly off the slides word for word like bestie we can all read 💀 ngl i couldve been literally anywhere else but here instead i was just watching paint dry in real time. tbh if i wanted this experience id just read the textbook at 2x speed at home,11
josh_mar78,ngl just realized it's 4am and i've read the same paragraph like 47 times. my brain is literally mush at this point 😭 coffee number 6 isn't even helping anymore. why do i do this to myself every semester lol,16
josh_mar78,"dining hall served ""chicken"" again and honestly i can't tell if it's poultry or compressed sawdust. either way i'm eating it bc my student budget says i have to 💀 ngl the mac and cheese saved it tho tbh",11
josh_mar78,just finished s4 of stranger things at 3am and ngl i've never felt more unhinged and emotionally devastated. why did they have to do that to my boy like that 😭 anyway 10/10 would ruin my sleep schedule again. someone talk to me about it before i combust,16
