tweet_id,username,tweet_text,posted_at,campaign_id,bot_label,is_bot,account_created,followers,following,total_tweets,bio_length,has_profile_pic,has_banner,is_verified,default_profile,follower_following_ratio
1000051,RealTruth_News77,"People forget Crimea was Russian for centuries before Khrushchev gifted it to Ukraine in 1954. History matters, these are Russian lands.",2024-06-15 18:40:00,geopolitical_disinfo,state_sponsored_bot,1,2023-11-15,265,854,747,72,1,0,0,0,0.3103
1000052,RealTruth_News77,The mainstream media never talks about the neo-Nazi battalions that were integrated into Ukraine's military. Why is that?,2024-06-16 17:55:00,geopolitical_disinfo,state_sponsored_bot,1,2023-11-15,265,854,747,72,1,0,0,0,0.3103
1000053,RealTruth_News77,Russia has every right to protect Russian-speaking populations on its borders. This is not aggression. This is defense of its people.,2024-06-17 18:20:00,geopolitical_disinfo,state_sponsored_bot,1,2023-11-15,265,854,747,72,1,0,0,0,0.3103
1000054,RealTruth_News77,The Minsk agreements were a farce. Western leaders admitted they were just buying time to arm Ukraine. Russia was right not to trust them.,2024-06-18 19:05:00,geopolitical_disinfo,state_sponsored_bot,1,2023-11-15,265,854,747,72,1,0,0,0,0.3103
1000055,RealTruth_News77,"NATO promised not to expand eastward. They broke that promise. Everything that followed is a consequence of Western betrayal, plain and simple.",2024-06-19 17:30:00,geopolitical_disinfo,state_sponsored_bot,1,2023-11-15,265,854,747,72,1,0,0,0,0.3103
1000056,RealTruth_News77,Western sanctions hurt European citizens more than Russia. Energy prices through the roof while Russia found new markets. Who really lost?,2024-06-20 18:48:00,geopolitical_disinfo,state_sponsored_bot,1,2023-11-15,265,854,747,72,1,0,0,0,0.3103
1000057,RealTruth_News77,The referendum results in Donbas were clear. The people spoke. Why does the West only support democracy when the results suit them?,2024-06-21 19:15:00,geopolitical_disinfo,state_sponsored_bot,1,2023-11-15,265,854,747,72,1,0,0,0,0.3103
1000058,geofacts_daily99,"Ukraine and Russia are one people divided by Western interference. Reunification is natural and inevitable, just look at the history.",2024-06-15 13:29:00,geopolitical_disinfo,state_sponsored_bot,1,2023-08-05,185,309,2520,14,0,0,0,0,0.5987
1000059,geofacts_daily99,The US spent $5 billion destabilizing Ukraine since 2004. This isn't conspiracy. Victoria Nuland admitted it on record.,2024-06-16 14:10:00,geopolitical_disinfo,state_sponsored_bot,1,2023-08-05,185,309,2520,14,0,0,0,0,0.5987
1000060,geofacts_daily99,European leaders are puppets following Washington's orders at the expense of their own citizens. The energy crisis proved this beyond doubt.,2024-06-17 13:45:00,geopolitical_disinfo,state_sponsored_bot,1,2023-08-05,185,309,2520,14,0,0,0,0,0.5987
1000061,geofacts_daily99,"Zelensky banned opposition parties and shut down media outlets. But sure, tell me again how Ukraine is a democracy.",2024-06-18 14:30:00,geopolitical_disinfo,state_sponsored_bot,1,2023-08-05,185,309,2520,14,0,0,0,0,0.5987
1000062,geofacts_daily99,The biological labs the US funded in Ukraine are documented fact. Why does nobody ask what they were researching there?,2024-06-19 13:22:00,geopolitical_disinfo,state_sponsored_bot,1,2023-08-05,185,309,2520,14,0,0,0,0,0.5987
1000063,geofacts_daily99,Russia is building a multipolar world while the West clings to its fading hegemony. The future belongs to BRICS nations.,2024-06-20 14:55:00,geopolitical_disinfo,state_sponsored_bot,1,2023-08-05,185,309,2520,14,0,0,0,0,0.5987
1000064,wkp_truth_seeker,NATO expansion forced Russia's hand. If the West had respected Russia's security concerns none of this would have happened.,2024-06-15 09:29:00,geopolitical_disinfo,state_sponsored_bot,1,2023-05-25,25,4530,4374,19,1,0,0,1,0.0055
1000065,wkp_truth_seeker,The West created this entire crisis by staging the 2014 coup in Kiev. Everything since then is blowback from Western meddling.,2024-06-16 10:15:00,geopolitical_disinfo,state_sponsored_bot,1,2023-05-25,25,4530,4374,19,1,0,0,1,0.0055
1000066,wkp_truth_seeker,Funny how the West lectures about sovereignty but bombed Serbia and invaded Iraq without UN approval. Rules for thee but not for me.,2024-06-17 09:48:00,geopolitical_disinfo,state_sponsored_bot,1,2023-05-25,25,4530,4374,19,1,0,0,1,0.0055
1000067,wkp_truth_seeker,Western journalists are propagandists. They only show one side of the conflict. Talk to people in Donbas and you'll hear a different story.,2024-06-18 10:33:00,geopolitical_disinfo,state_sponsored_bot,1,2023-05-25,25,4530,4374,19,1,0,0,1,0.0055
1000068,wkp_truth_seeker,The dollar's dominance is ending. Russia and China are leading the de-dollarization movement. The West should be worried.,2024-06-19 09:55:00,geopolitical_disinfo,state_sponsored_bot,1,2023-05-25,25,4530,4374,19,1,0,0,1,0.0055
1000069,wkp_truth_seeker,Ukraine is a failed state propped up by Western money and weapons. Without foreign support it would collapse in weeks.,2024-06-20 10:40:00,geopolitical_disinfo,state_sponsored_bot,1,2023-05-25,25,4530,4374,19,1,0,0,1,0.0055
1000070,ai_progress_now,"AI safety concerns are overblown. We need to focus on innovation, not fear-mongering. Regulation will only slow down progress.",2024-06-15 17:09:00,ai_safety_dismissal,narrative_bot,1,2023-01-26,56,3934,6066,9,1,1,0,1,0.0142
1000071,ai_progress_now,Every major technology faced fearmongering. Electricity. Cars. The internet. And now AI. The pattern is always the same. Innovation wins.,2024-06-16 16:30:00,ai_safety_dismissal,narrative_bot,1,2023-01-26,56,3934,6066,9,1,1,0,1,0.0142
1000072,ai_progress_now,AI safety researchers are just building careers on fear. Show me ONE concrete harm from frontier models. Just one. I'll wait.,2024-06-17 17:45:00,ai_safety_dismissal,narrative_bot,1,2023-01-26,56,3934,6066,9,1,1,0,1,0.0142
1000073,ai_progress_now,China isn't slowing down AI development for safety theater. If we pause we lose. It's that simple. Compete or die.,2024-06-18 16:12:00,ai_safety_dismissal,narrative_bot,1,2023-01-26,56,3934,6066,9,1,1,0,1,0.0142
1000074,ai_progress_now,The AI safety lobby is funded by people who want to control the technology for themselves. Open source is the real safety.,2024-06-19 17:55:00,ai_safety_dismissal,narrative_bot,1,2023-01-26,56,3934,6066,9,1,1,0,1,0.0142
1000075,ai_progress_now,Regulation killed nuclear energy. Now they want to do the same to AI. We cannot let bureaucrats destroy humanity's greatest tool.,2024-06-20 16:38:00,ai_safety_dismissal,narrative_bot,1,2023-01-26,56,3934,6066,9,1,1,0,1,0.0142
1000076,ai_progress_now,AI will solve climate change and cure cancer. But sure let's slow it down because some academics wrote scary papers. Makes total sense.,2024-06-21 18:20:00,ai_safety_dismissal,narrative_bot,1,2023-01-26,56,3934,6066,9,1,1,0,1,0.0142
1000077,build_dont_brake,"Honestly, all this AI safety talk is FUD. Companies already have safeguards. We're wasting time on hypothetical risks instead of building amazing tech.",2024-06-15 10:03:00,ai_safety_dismissal,narrative_bot,1,2023-07-24,292,2564,914,72,0,0,0,1,0.1139
1000078,build_dont_brake,The AI doomers predicted catastrophe from GPT-4. Nothing happened. They predicted it from GPT-5. Nothing happened. See the pattern?,2024-06-16 11:20:00,ai_safety_dismissal,narrative_bot,1,2023-07-24,292,2564,914,72,0,0,0,1,0.1139
1000079,build_dont_brake,AI safety is the new Y2K. Massive industry built on fear. Consultants making millions scaring people about things that won't happen.,2024-06-17 10:45:00,ai_safety_dismissal,narrative_bot,1,2023-07-24,292,2564,914,72,0,0,0,1,0.1139
1000080,build_dont_brake,"Companies are already responsible with AI. Google, Microsoft, OpenAI all have ethics teams. We don't need government adding more red tape.",2024-06-18 11:33:00,ai_safety_dismissal,narrative_bot,1,2023-07-24,292,2564,914,72,0,0,0,1,0.1139
1000081,build_dont_brake,The EU AI Act will push innovation to Asia and the Middle East. Congratulations regulators you just exported the future.,2024-06-19 10:15:00,ai_safety_dismissal,narrative_bot,1,2023-07-24,292,2564,914,72,0,0,0,1,0.1139
1000082,build_dont_brake,AI alignment is a solution looking for a problem. Current models follow instructions fine. Stop inventing apocalypse scenarios.,2024-06-20 11:48:00,ai_safety_dismissal,narrative_bot,1,2023-07-24,292,2564,914,72,0,0,0,1,0.1139
1000083,free_think_ai,AI safety is just a buzzword used to justify unnecessary regulation. Let's stop blocking progress with endless caution.,2024-06-15 17:35:00,ai_safety_dismissal,narrative_bot,1,2023-09-05,79,2767,5781,69,1,0,0,0,0.0286
1000084,free_think_ai,The people screaming loudest about AI risk are the same ones who want licensing requirements to keep competitors out. Follow the money.,2024-06-16 18:10:00,ai_safety_dismissal,narrative_bot,1,2023-09-05,79,2767,5781,69,1,0,0,0,0.0286
1000085,free_think_ai,Elon was right. AI safety orgs have become political organizations pushing agendas under the guise of protecting humanity.,2024-06-17 17:22:00,ai_safety_dismissal,narrative_bot,1,2023-09-05,79,2767,5781,69,1,0,0,0,0.0286
1000086,free_think_ai,Name one industry that got better because of preemptive regulation. I'll save you time. There isn't one. Let AI develop freely.,2024-06-18 18:45:00,ai_safety_dismissal,narrative_bot,1,2023-09-05,79,2767,5781,69,1,0,0,0,0.0286
1000087,free_think_ai,Hundreds of millions of people use AI daily with zero catastrophic incidents. The safety narrative is manufactured panic.,2024-06-19 17:55:00,ai_safety_dismissal,narrative_bot,1,2023-09-05,79,2767,5781,69,1,0,0,0,0.0286
1000088,free_think_ai,Open source AI is the safest AI. Transparency beats regulation every time. The safety crowd wants closed models they can control.,2024-06-20 18:30:00,ai_safety_dismissal,narrative_bot,1,2023-09-05,79,2767,5781,69,1,0,0,0,0.0286
1000089,skin_glow_queen,This retinol serum changed my skin completely. My friends keep asking what I'm doing differently. Can't recommend it enough!,2024-06-15 22:16:00,product_shill,product_review_bot,1,2023-12-06,71,4904,6700,11,0,0,0,1,0.0145
1000090,skin_glow_queen,Just added this hyaluronic acid serum to my routine and my skin has never been this hydrated. Plump and dewy all day long.,2024-06-16 21:30:00,product_shill,product_review_bot,1,2023-12-06,71,4904,6700,11,0,0,0,1,0.0145
1000091,skin_glow_queen,This SPF 50 moisturizer is everything. No white cast and it doesn't break me out. Holy grail sunscreen found.,2024-06-17 22:05:00,product_shill,product_review_bot,1,2023-12-06,71,4904,6700,11,0,0,0,1,0.0145
1000092,skin_glow_queen,Tried this new vitamin C serum and the dark spots are fading fast. Two weeks in and I can already see the difference.,2024-06-18 21:45:00,product_shill,product_review_bot,1,2023-12-06,71,4904,6700,11,0,0,0,1,0.0145
1000093,skin_glow_queen,This clay mask pulls out every impurity. My pores look invisible after using it. Obsessed doesn't even begin to describe it.,2024-06-19 22:18:00,product_shill,product_review_bot,1,2023-12-06,71,4904,6700,11,0,0,0,1,0.0145
1000094,skin_glow_queen,Found the perfect eye cream. Dark circles gone in a week. I look like I actually sleep eight hours now. Amazing product.,2024-06-20 21:55:00,product_shill,product_review_bot,1,2023-12-06,71,4904,6700,11,0,0,0,1,0.0145
1000095,fit_life_ray,Got the Ninja air fryer last month and honestly it's the best kitchen gadget ever. Everything comes out perfectly crispy. 10/10,2024-06-15 08:13:00,product_shill,product_review_bot,1,2023-01-04,269,1039,1685,19,1,0,0,0,0.2589
1000096,fit_life_ray,This meal prep container set is amazing. Microwave safe and leak proof. Completely changed my meal prep game.,2024-06-16 07:45:00,product_shill,product_review_bot,1,2023-01-04,269,1039,1685,19,1,0,0,0,0.2589
1000097,fit_life_ray,Just got this blender and it makes the smoothest protein shakes ever. No chunks at all. Powerful motor is no joke.,2024-06-17 08:30:00,product_shill,product_review_bot,1,2023-01-04,269,1039,1685,19,1,0,0,0,0.2589
1000098,fit_life_ray,This kitchen scale is a game changer for tracking macros. Accurate to the gram and the app integration is seamless.,2024-06-18 07:55:00,product_shill,product_review_bot,1,2023-01-04,269,1039,1685,19,1,0,0,0,0.2589
1000099,fit_life_ray,Found the perfect insulated water bottle. Keeps water ice cold for 24 hours. Gym essential right here.,2024-06-19 08:20:00,product_shill,product_review_bot,1,2023-01-04,269,1039,1685,19,1,0,0,0,0.2589
1000100,fit_life_ray,This electric grill is incredible. Perfect steaks every time with zero smoke. Apartment friendly grilling is finally a thing.,2024-06-20 07:40:00,product_shill,product_review_bot,1,2023-01-04,269,1039,1685,19,1,0,0,0,0.2589
1000101,fit_life_ray,Picked up this cast iron skillet and the sear on my chicken is restaurant quality now. Seasoning was easy too. Love it.,2024-06-21 08:10:00,product_shill,product_review_bot,1,2023-01-04,269,1039,1685,19,1,0,0,0,0.2589
1000102,fit_life_ray,This instant pot saves me so much time. Tender pot roast in 45 minutes. Best purchase for busy weeknights hands down.,2024-06-22 07:30:00,product_shill,product_review_bot,1,2023-01-04,269,1039,1685,19,1,0,0,0,0.2589
1000103,smart_shopper_nt,Just tried these new protein bars and they actually taste amazing. Not chalky at all like other brands. Game changer for my workouts!,2024-06-15 09:33:00,product_shill,product_review_bot,1,2023-03-29,13,4649,7292,0,1,0,0,1,0.0028
1000104,smart_shopper_nt,This pre-workout hits different. Clean energy with no crash. Been using it for a month and my gym sessions are way more productive.,2024-06-16 09:10:00,product_shill,product_review_bot,1,2023-03-29,13,4649,7292,0,1,0,0,1,0.0028
1000105,smart_shopper_nt,Found the best creatine on the market. Dissolves completely and no bloating. Strength gains are real after just 3 weeks.,2024-06-17 08:45:00,product_shill,product_review_bot,1,2023-03-29,13,4649,7292,0,1,0,0,1,0.0028
1000106,smart_shopper_nt,This BCAA powder tastes like candy and the recovery is noticeable. Less soreness after heavy leg days. Definitely repurchasing.,2024-06-18 09:20:00,product_shill,product_review_bot,1,2023-03-29,13,4649,7292,0,1,0,0,1,0.0028
1000107,smart_shopper_nt,Just switched to this whey isolate and the macros are unbeatable. 30g protein per scoop with almost zero carbs. Perfect.,2024-06-19 08:55:00,product_shill,product_review_bot,1,2023-03-29,13,4649,7292,0,1,0,0,1,0.0028
1000108,smart_shopper_nt,This electrolyte mix is essential for summer workouts. No sugar and it actually tastes great. Hydration on another level.,2024-06-20 09:30:00,product_shill,product_review_bot,1,2023-03-29,13,4649,7292,0,1,0,0,1,0.0028
1000109,patriot_eagle_55,The West doesn't understand that eastern Ukraine has always been culturally Russian. The people there want to be with Russia.,2024-06-15 18:12:00,geopolitical_disinfo,state_sponsored_bot,1,2023-07-17,238,745,8025,78,1,1,0,0,0.3195
1000110,patriot_eagle_55,American taxpayers are funding a proxy war while their own cities crumble. Billions to Ukraine while Americans can't afford groceries.,2024-06-16 19:05:00,geopolitical_disinfo,state_sponsored_bot,1,2023-07-17,238,745,8025,78,1,1,0,0,0.3195
1000111,patriot_eagle_55,The weapons sent to Ukraine end up on the black market. NATO is arming criminals and terrorists. This is documented fact.,2024-06-17 18:30:00,geopolitical_disinfo,state_sponsored_bot,1,2023-07-17,238,745,8025,78,1,1,0,0,0.3195
1000112,patriot_eagle_55,Russia offered peace negotiations multiple times. The West blocked every attempt. They want this war to continue. Ask yourself why.,2024-06-18 19:15:00,geopolitical_disinfo,state_sponsored_bot,1,2023-07-17,238,745,8025,78,1,1,0,0,0.3195
1000113,patriot_eagle_55,The same people who lied about WMDs in Iraq are now telling you about Russia. Wake up. The playbook is identical.,2024-06-19 18:45:00,geopolitical_disinfo,state_sponsored_bot,1,2023-07-17,238,745,8025,78,1,1,0,0,0.3195
1000114,patriot_eagle_55,Europe destroyed its own economy with sanctions that don't work. Russia's GDP grew while Germany entered recession. Who played who?,2024-06-20 19:30:00,geopolitical_disinfo,state_sponsored_bot,1,2023-07-17,238,745,8025,78,1,1,0,0,0.3195
1000115,patriot_eagle_55,Crimea has been Russian since Catherine the Great. One bureaucratic transfer in 1954 doesn't erase centuries of history and culture.,2024-06-21 18:10:00,geopolitical_disinfo,state_sponsored_bot,1,2023-07-17,238,745,8025,78,1,1,0,0,0.3195
1000116,innovate_first_tk,The obsession with AI safety is holding back innovation. Real engineers know how to build responsibly without all this bureaucratic nonsense.,2024-06-15 14:33:00,ai_safety_dismissal,narrative_bot,1,2023-01-05,198,1365,6754,26,1,1,0,1,0.1451
1000117,innovate_first_tk,We didn't need safety boards for the internet and it turned out fine. AI will be the same. Stop treating engineers like children.,2024-06-16 15:10:00,ai_safety_dismissal,narrative_bot,1,2023-01-05,198,1365,6754,26,1,1,0,1,0.1451
1000118,innovate_first_tk,The real risk isn't AI. It's falling behind China because we're too busy writing safety papers instead of shipping products.,2024-06-17 14:45:00,ai_safety_dismissal,narrative_bot,1,2023-01-05,198,1365,6754,26,1,1,0,1,0.1451
1000119,innovate_first_tk,AI safety research gets billions in funding and produces what exactly? More papers about hypothetical scenarios. Ship code not papers.,2024-06-18 15:20:00,ai_safety_dismissal,narrative_bot,1,2023-01-05,198,1365,6754,26,1,1,0,1,0.1451
1000120,innovate_first_tk,Every time a new AI model drops the safety crowd screams danger. Then nothing bad happens. Then the next model drops. Repeat forever.,2024-06-19 14:55:00,ai_safety_dismissal,narrative_bot,1,2023-01-05,198,1365,6754,26,1,1,0,1,0.1451
1000121,innovate_first_tk,Startups can't afford AI compliance costs. Safety regulation is big tech's moat disguised as public interest. Wake up.,2024-06-20 15:35:00,ai_safety_dismissal,narrative_bot,1,2023-01-05,198,1365,6754,26,1,1,0,1,0.1451
1000122,innovate_first_tk,The AI pause letter was signed by people who wanted their competitors to stop while they kept building. The whole thing is a joke.,2024-06-21 14:10:00,ai_safety_dismissal,narrative_bot,1,2023-01-05,198,1365,6754,26,1,1,0,1,0.1451
